Date;Time;Temp_C;Hum;Press_Bar;TempCabine_C;Charge;SR_Wm2;WindPeak_ms;WindSpeed_Inst;WindSpeed_Avg;WindDir_Inst;WindDir_Avg;Estacao
23/04/2025;07:20;23.29;40.45;1026.85;26.54;13.11;268.71;9.4;1.69;1.3;157.95;327.47;A;
23/04/2025;07:30;25.21;77.04;1011.65;24.71;12.51;478.03;11.7;9.49;2.05;274.21;222.54;A;
23/04/2025;07:40;25.12;69.29;1013.41;25.59;13.0;455.32;4.28;6.07;5.64;326.99;93.84;A;
23/04/2025;07:50;18.28;72.97;1016.31;23.4;12.66;247.84;9.58;0.56;0.27;313.5;353.71;A;
23/04/2025;08:00;25.31;87.29;1019.25;20.15;12.78;786.6;2.9;4.62;6.26;49.97;248.24;A;
23/04/2025;08:10;25.55;79.57;1021.32;17.32;13.03;163.85;7.48;0.62;9.24;91.77;234.82;A;
23/04/2025;08:20;15.98;48.82;1017.23;33.02;13.19;423.9;1.57;6.95;4.67;172.68;203.65;A;
23/04/2025;08:30;17.66;55.95;1007.36;17.35;13.16;476.51;5.28;2.4;4.84;44.96;118.74;A;
23/04/2025;08:40;16.84;49.63;1019.2;24.93;13.1;524.07;4.05;0.9;0.44;213.16;128.87;A;
23/04/2025;08:50;21.83;54.11;1016.21;27.19;12.52;316.88;8.14;1.27;1.42;223.01;195.08;A;
23/04/2025;09:00;33.04;77.82;1017.28;25.15;13.04;538.11;2.38;6.2;7.05;154.89;74.97;A;
23/04/2025;09:10;24.64;87.82;1013.54;27.91;12.67;585.7;11.91;2.74;9.09;62.57;142.13;A;
23/04/2025;09:20;31.69;66.85;1018.33;23.84;12.84;785.74;6.45;3.98;9.62;213.54;123.64;A;
23/04/2025;09:30;26.68;59.29;1012.29;25.06;12.84;140.69;11.13;7.64;6.33;242.06;87.1;A;
23/04/2025;09:40;13.78;70.46;1020.12;23.71;12.83;197.79;1.23;1.61;0.76;202.11;269.06;A;
23/04/2025;09:50;19.15;50.28;1011.26;25.31;12.95;537.6;9.79;7.79;0.99;195.72;220.65;A;
23/04/2025;10:00;29.13;59.19;1014.18;29.12;12.79;494.12;4.25;8.76;1.34;15.9;16.29;A;
23/04/2025;10:10;26.02;44.52;1024.95;24.29;13.01;246.25;0.04;4.52;3.67;94.66;212.01;A;
23/04/2025;10:20;26.52;36.24;1021.32;26.65;13.15;451.37;0.48;7.93;8.28;31.97;94.31;A;
23/04/2025;10:30;17.95;51.92;1021.57;20.19;13.08;690.71;6.06;6.65;2.63;90.33;62.92;A;
23/04/2025;10:40;20.72;69.16;1017.34;19.08;12.57;642.06;8.49;0.19;3.1;183.12;237.93;A;
23/04/2025;10:50;23.55;33.69;1011.77;24.99;13.01;845.71;1.71;9.89;4.05;354.16;240.82;A;
23/04/2025;11:00;22.64;74.83;1025.46;19.75;12.56;612.73;10.79;1.63;1.72;313.23;107.28;A;
23/04/2025;11:10;16.0;37.66;1015.94;21.08;12.71;500.83;10.82;9.83;0.93;184.66;330.05;A;
23/04/2025;11:20;29.86;66.84;1021.92;14.94;13.04;158.91;11.43;6.27;5.61;132.41;20.92;A;
23/04/2025;11:30;24.03;51.7;1021.4;23.53;13.11;684.96;10.15;5.93;7.62;31.62;90.43;A;
23/04/2025;11:40;9.73;67.63;1007.51;19.57;12.88;453.38;8.93;4.05;6.3;316.42;103.09;A;
23/04/2025;11:50;25.41;49.74;1007.89;29.59;13.05;581.39;9.52;7.74;6.0;144.2;332.8;A;
23/04/2025;12:00;27.02;35.06;1010.69;27.7;12.65;168.64;3.65;1.95;8.09;246.99;139.41;A;
23/04/2025;12:10;18.06;34.28;1006.64;28.16;12.63;514.66;9.38;7.18;1.37;21.89;35.64;A;
23/04/2025;12:20;25.52;34.19;1016.75;22.18;12.87;691.89;6.75;6.15;2.99;162.61;88.3;A;
23/04/2025;12:30;30.74;69.45;1019.19;26.38;12.51;326.79;7.34;4.33;6.63;137.62;262.57;A;
23/04/2025;12:40;14.13;40.63;1017.61;26.58;12.69;172.52;0.54;6.36;4.19;143.5;92.12;A;
23/04/2025;12:50;22.98;32.68;1008.47;27.06;13.15;29.76;8.49;9.52;2.81;167.43;301.84;A;
23/04/2025;13:00;27.05;35.52;1008.86;23.17;12.79;706.61;2.56;7.16;6.5;277.22;321.65;A;
23/04/2025;13:10;13.86;71.68;1014.17;20.03;12.58;857.18;7.13;1.87;3.86;59.33;154.16;A;
23/04/2025;13:20;26.88;31.15;1011.62;24.41;12.5;124.32;11.32;2.17;0.8;336.14;65.25;A;
23/04/2025;13:30;17.23;80.67;1015.72;26.42;12.52;400.15;5.93;8.91;7.01;283.28;101.65;A;
23/04/2025;13:40;27.47;43.84;1023.3;20.19;12.83;447.11;4.5;0.04;3.41;43.74;134.17;A;
23/04/2025;13:50;24.07;74.27;1013.26;20.81;12.71;384.42;1.84;1.01;0.24;82.05;136.2;A;
23/04/2025;14:00;15.54;53.46;1017.53;15.0;12.7;242.63;1.47;7.15;1.34;175.48;30.24;A;
23/04/2025;14:10;24.58;89.34;999.48;29.14;12.92;123.45;9.45;3.01;4.4;51.67;201.58;A;
23/04/2025;14:20;19.79;55.54;1016.92;27.14;12.67;27.94;8.24;1.19;9.54;111.02;220.96;A;
23/04/2025;14:30;29.93;51.11;1020.82;27.2;12.84;103.98;1.55;7.23;7.07;250.59;216.75;A;
23/04/2025;14:40;19.46;58.94;1017.64;20.77;12.73;375.16;3.17;6.39;9.5;342.27;229.14;A;
23/04/2025;14:50;32.37;74.04;1015.55;18.93;12.65;705.15;1.57;7.56;6.73;22.14;155.32;A;
23/04/2025;15:00;11.41;43.13;1018.2;24.45;13.03;538.17;9.31;4.42;1.06;80.96;312.73;A;
23/04/2025;15:10;27.5;69.1;1015.18;27.15;13.09;545.27;0.78;9.22;2.33;317.58;154.12;A;
23/04/2025;15:20;16.07;88.4;1015.99;26.56;12.96;45.46;3.33;4.73;4.84;101.45;173.92;A;
23/04/2025;15:30;14.68;35.72;1005.7;24.46;12.8;632.91;2.72;9.53;3.78;38.56;95.13;A;
23/04/2025;15:40;25.97;78.29;1021.35;24.27;12.53;705.12;8.41;3.68;3.09;259.52;69.22;A;
23/04/2025;15:50;24.11;79.44;1017.37;24.15;12.87;147.08;5.87;7.06;3.64;141.35;49.93;A;
23/04/2025;16:00;32.92;68.68;1008.67;25.48;12.91;523.42;2.69;3.61;9.56;219.08;265.17;A;
23/04/2025;16:10;19.97;65.51;1011.72;14.73;12.88;562.81;10.33;4.8;4.81;231.51;78.3;A;
23/04/2025;16:20;22.56;74.75;1021.45;14.14;12.94;103.1;8.81;2.06;0.99;354.6;137.82;A;
23/04/2025;16:30;18.3;67.8;1016.48;26.95;12.88;141.49;1.04;5.92;2.29;87.41;155.82;A;
23/04/2025;16:40;19.65;40.76;1016.94;16.43;12.67;821.87;6.13;0.88;3.63;152.55;154.77;A;
23/04/2025;16:50;34.35;55.5;1014.45;25.81;12.5;184.27;3.86;6.06;9.06;184.44;186.74;A;
23/04/2025;17:00;21.5;47.4;1012.91;21.12;12.88;38.84;1.45;0.66;9.31;119.3;29.2;A;
23/04/2025;17:10;25.76;74.58;1013.73;26.13;12.65;144.89;0.04;6.81;4.14;349.69;20.47;A;
23/04/2025;17:20;12.18;54.58;1013.98;21.07;12.5;574.49;7.76;9.92;2.91;171.94;308.83;A;
23/04/2025;17:30;18.79;85.8;1014.5;16.94;12.88;703.72;10.75;8.02;7.42;189.41;320.63;A;
23/04/2025;17:40;23.27;72.86;1016.29;29.87;13.06;534.84;1.25;1.94;9.52;181.45;312.97;A;
23/04/2025;17:50;6.34;72.18;1013.08;25.95;13.2;137.43;4.99;9.16;4.99;254.84;100.27;A;
23/04/2025;18:00;12.35;65.21;1005.69;20.77;13.18;637.59;6.42;5.22;5.47;137.22;219.8;A;
23/04/2025;18:10;24.0;84.0;1017.69;14.49;12.79;63.1;3.22;7.0;9.66;121.5;215.85;A;
23/04/2025;18:20;26.3;41.68;1010.69;22.74;12.93;208.42;3.14;4.91;0.52;341.38;326.82;A;
23/04/2025;18:30;12.81;41.83;1009.74;22.93;12.88;857.7;1.54;9.62;9.42;67.13;91.61;A;
23/04/2025;18:40;21.32;31.32;1011.05;23.42;13.02;58.82;9.61;0.73;1.27;90.52;130.15;A;
23/04/2025;18:50;13.44;79.84;1016.48;23.85;13.05;313.06;7.92;2.74;7.17;85.5;42.54;A;
23/04/2025;19:00;17.32;89.12;1013.9;23.09;13.07;437.48;1.08;0.92;9.99;4.82;163.21;A;
23/04/2025;19:10;30.13;44.95;1016.33;18.26;13.01;304.04;10.5;2.65;7.2;217.69;58.18;A;
23/04/2025;19:20;24.25;78.85;1013.98;27.67;13.01;691.63;3.5;4.26;7.41;258.12;300.96;A;
23/04/2025;19:30;22.47;83.8;1014.77;28.79;12.78;584.11;0.36;8.62;5.78;58.88;63.92;A;
23/04/2025;19:40;25.89;87.16;1020.22;28.56;12.97;335.86;1.04;6.16;0.74;48.41;147.44;A;
23/04/2025;19:50;18.27;74.77;1010.81;28.35;12.53;270.07;2.09;9.58;2.94;3.38;235.8;A;
23/04/2025;20:00;25.07;44.49;1011.89;19.03;12.92;815.61;0.04;6.77;6.27;275.09;347.78;A;
23/04/2025;20:10;22.62;37.92;1018.24;18.56;12.53;692.49;1.2;8.92;9.03;253.31;216.43;A;
23/04/2025;20:20;8.68;35.38;1010.56;36.03;12.74;798.88;8.96;2.76;9.97;183.9;302.17;A;
23/04/2025;20:30;32.33;80.05;1018.79;30.38;12.75;50.56;8.7;0.52;3.7;103.45;154.29;A;
23/04/2025;20:40;14.26;84.75;1015.02;15.52;13.03;181.02;9.07;7.08;7.58;355.61;175.58;A;
23/04/2025;20:50;16.05;45.93;1006.06;20.74;12.66;493.21;11.96;2.62;6.57;262.14;212.29;A;
23/04/2025;21:00;13.53;49.4;1011.49;33.73;12.74;606.37;8.02;2.75;0.61;306.83;202.45;A;
23/04/2025;21:10;26.81;82.34;1014.24;21.24;12.57;523.1;0.93;7.58;4.28;157.33;262.45;A;
23/04/2025;21:20;25.74;39.16;1012.36;13.91;12.88;806.76;9.83;2.1;1.51;135.57;53.78;A;
23/04/2025;21:30;9.31;33.1;1010.8;23.59;12.62;228.4;4.83;9.81;9.68;332.61;257.1;A;
23/04/2025;21:40;18.87;51.27;1019.19;26.71;12.98;180.92;3.12;0.75;1.51;268.4;208.82;A;
23/04/2025;21:50;23.49;67.56;1023.29;22.71;12.5;736.34;11.34;9.34;3.3;129.22;111.32;A;
23/04/2025;22:00;24.68;39.84;1016.86;18.16;12.8;889.69;5.85;9.66;1.62;95.73;115.27;A;
23/04/2025;22:10;10.94;47.78;1027.94;24.32;12.59;765.38;4.15;3.74;4.12;22.28;162.32;A;
23/04/2025;22:20;21.06;68.19;1015.62;26.74;12.99;645.84;8.78;9.84;2.65;354.59;189.65;A;
23/04/2025;22:30;18.03;67.43;1012.71;20.75;12.82;289.92;3.6;5.63;8.87;198.37;349.18;A;
23/04/2025;22:40;14.24;43.52;1004.07;16.77;13.06;497.55;8.31;0.54;7.72;225.51;237.52;A;
23/04/2025;22:50;26.23;72.57;1018.22;25.32;12.91;114.11;1.32;3.97;9.02;184.43;134.46;A;
23/04/2025;23:00;28.65;73.2;1012.43;25.38;13.1;328.31;11.86;4.28;7.8;176.54;307.91;A;
23/04/2025;23:10;23.6;78.85;1018.26;26.23;13.06;319.49;11.35;7.62;0.43;358.86;346.95;A;
23/04/2025;23:20;25.16;37.13;1017.06;14.2;13.18;347.53;4.19;7.45;5.23;207.5;256.68;A;
23/04/2025;23:30;21.31;48.42;1023.19;24.01;13.19;474.83;6.4;7.17;5.06;85.7;62.05;A;
23/04/2025;23:40;13.39;77.41;1013.78;21.78;12.97;811.01;2.53;5.69;7.26;266.02;225.73;A;
23/04/2025;23:50;23.25;69.92;1019.84;24.05;12.95;44.54;11.57;1.41;8.87;25.09;205.66;A;
24/04/2025;00:00;28.12;52.11;1018.78;23.92;12.56;421.72;11.67;6.0;7.96;159.13;55.4;A;
24/04/2025;00:10;20.38;43.38;1010.4;21.32;12.73;82.87;9.87;9.44;6.85;316.06;90.34;A;
24/04/2025;00:20;24.49;70.3;1024.88;29.02;12.63;120.48;10.04;3.95;2.73;157.63;56.17;A;
24/04/2025;00:30;32.09;58.86;1017.81;23.69;12.69;600.09;2.3;4.87;8.43;192.55;64.15;A;
24/04/2025;00:40;22.22;75.66;1006.88;31.69;13.09;90.34;5.75;4.62;0.94;262.54;83.92;A;
24/04/2025;00:50;17.52;32.78;1012.38;28.57;12.57;4.36;3.95;2.85;6.57;40.67;110.52;A;
24/04/2025;01:00;25.34;47.32;1016.54;27.14;13.01;808.23;7.41;9.61;0.41;275.5;101.52;A;
24/04/2025;01:10;21.9;74.5;1028.9;20.07;13.13;614.37;8.28;5.25;9.04;223.83;7.19;A;
24/04/2025;01:20;25.22;59.48;1018.05;27.85;12.73;801.57;9.38;2.92;7.33;178.15;240.41;A;
24/04/2025;01:30;9.55;79.03;1015.94;27.63;12.65;271.97;5.14;0.31;8.55;279.85;244.17;A;
24/04/2025;01:40;22.64;84.01;1019.96;26.53;13.16;377.9;4.51;8.34;8.16;285.91;42.04;A;
24/04/2025;01:50;21.34;55.46;1016.75;24.48;12.87;488.91;8.82;7.23;9.33;232.17;315.82;A;
24/04/2025;02:00;18.18;71.4;1021.08;28.07;12.9;893.29;10.48;4.14;5.87;279.15;321.64;A;
24/04/2025;02:10;28.04;48.93;1016.92;27.96;13.17;105.17;8.41;0.44;7.28;95.48;92.25;A;
24/04/2025;02:20;20.75;85.89;1021.07;27.45;12.63;97.48;2.89;5.65;9.7;305.78;267.69;A;
24/04/2025;02:30;24.07;77.62;1027.77;17.86;12.81;508.56;9.53;0.17;3.99;290.59;24.1;A;
24/04/2025;02:40;17.7;49.12;1014.31;22.31;13.2;363.78;2.5;3.88;0.88;94.41;171.6;A;
24/04/2025;02:50;23.11;49.54;1009.16;14.48;12.58;534.86;0.99;7.1;6.44;319.77;70.28;A;
24/04/2025;03:00;24.51;68.59;1017.06;21.17;12.96;765.8;6.47;4.99;9.5;341.28;253.12;A;
24/04/2025;03:10;15.4;72.94;1020.93;20.57;12.5;848.03;1.13;5.27;6.93;11.64;205.13;A;
24/04/2025;03:20;31.61;38.92;1019.8;25.31;12.64;50.43;1.26;2.5;2.93;156.69;219.15;A;
24/04/2025;03:30;29.28;65.95;1015.62;18.73;12.74;71.22;11.1;7.36;6.35;137.19;150.86;A;
24/04/2025;03:40;14.98;42.66;1022.94;25.34;12.7;26.47;4.35;0.49;8.24;267.18;12.76;A;
24/04/2025;03:50;20.2;62.99;1010.62;23.3;12.66;563.56;11.43;4.9;2.29;236.34;44.13;A;
24/04/2025;04:00;24.76;85.25;1022.38;24.24;12.53;596.35;8.2;7.48;0.5;6.4;126.93;A;
24/04/2025;04:10;24.65;48.39;1006.86;25.57;13.19;212.65;5.64;3.04;3.11;350.92;10.4;A;
24/04/2025;04:20;26.72;57.94;1015.13;33.84;12.65;695.56;4.54;1.82;6.9;216.42;186.89;A;
24/04/2025;04:30;33.2;67.27;1011.39;24.72;13.05;69.34;7.46;1.49;3.47;64.05;171.5;A;
24/04/2025;04:40;31.4;53.12;1012.5;31.39;13.04;423.68;10.81;5.53;1.0;22.5;208.33;A;
24/04/2025;04:50;29.74;74.71;1016.83;23.22;12.98;842.24;1.67;5.05;7.69;349.01;303.32;A;
24/04/2025;05:00;35.64;38.94;1009.73;30.19;12.67;794.29;10.77;6.0;8.86;348.23;302.84;A;
24/04/2025;05:10;25.67;41.95;1013.6;22.68;13.18;859.3;11.48;2.23;8.02;124.75;259.5;A;
24/04/2025;05:20;18.44;41.17;1014.7;21.51;12.78;568.34;4.29;3.72;2.59;229.14;271.58;A;
24/04/2025;05:30;26.31;61.96;1014.65;28.34;13.16;162.54;7.52;7.15;1.6;274.71;221.74;A;
24/04/2025;05:40;18.48;52.41;1015.26;22.72;13.07;190.88;1.53;4.53;0.63;53.84;43.24;A;
24/04/2025;05:50;10.15;71.85;1015.78;28.05;13.16;666.29;2.57;2.72;7.3;201.66;166.41;A;
24/04/2025;06:00;26.95;51.58;1020.86;19.34;12.95;82.72;8.13;9.47;6.11;306.2;137.62;A;
24/04/2025;06:10;22.03;32.37;1022.42;26.93;12.56;315.11;2.13;6.28;2.17;20.65;104.99;A;
24/04/2025;06:20;18.63;67.92;1015.06;25.9;13.13;408.54;3.18;0.9;0.84;99.14;16.57;A;
24/04/2025;06:30;17.14;79.39;1014.84;24.66;12.59;721.77;5.87;4.86;8.46;85.66;302.79;A;
24/04/2025;06:40;28.49;57.33;1016.26;18.81;12.65;51.05;6.53;9.03;2.46;327.21;326.59;A;
24/04/2025;06:50;33.98;68.61;1018.06;25.78;12.7;96.89;0.36;0.78;5.06;94.76;231.84;A;
24/04/2025;07:00;26.56;75.48;1015.06;28.0;12.86;812.43;10.72;4.13;1.18;200.27;114.9;A;
24/04/2025;07:10;10.02;56.15;1007.52;22.24;12.85;40.26;11.84;3.02;7.44;91.98;322.51;A;
24/04/2025;07:20;18.97;34.72;1010.52;25.28;12.54;498.7;11.51;7.7;6.97;180.57;182.5;A;
24/04/2025;07:30;14.02;37.18;1009.04;30.16;12.52;808.71;6.46;8.74;1.73;278.38;285.91;A;
24/04/2025;07:40;18.07;63.95;1020.09;23.21;12.56;216.28;8.05;9.6;9.9;220.96;91.97;A;
24/04/2025;07:50;28.03;42.06;1018.96;20.7;12.59;243.91;1.7;9.06;6.89;355.25;220.92;A;
24/04/2025;08:00;24.69;84.8;1004.86;29.08;13.17;336.28;8.89;1.81;6.51;75.67;29.24;A;
24/04/2025;08:10;16.24;80.61;1012.59;30.18;12.5;181.57;4.82;3.46;0.89;196.47;298.56;A;
24/04/2025;08:20;15.61;69.68;1017.57;27.52;12.92;647.25;6.05;9.63;1.02;89.14;292.89;A;
24/04/2025;08:30;18.8;80.22;1015.68;25.54;13.1;585.24;5.87;4.92;7.13;104.41;294.05;A;
24/04/2025;08:40;10.34;53.8;1019.9;24.38;12.78;130.07;3.64;2.74;4.58;102.52;273.3;A;
24/04/2025;08:50;16.09;84.45;1019.05;23.73;12.73;258.88;10.62;7.09;5.13;165.41;63.8;A;
24/04/2025;09:00;27.06;71.46;1023.64;25.37;12.73;217.87;11.17;4.48;3.99;244.35;217.41;A;
24/04/2025;09:10;24.89;33.28;1010.79;26.09;12.63;794.47;3.66;6.69;5.53;325.87;257.47;A;
24/04/2025;09:20;26.12;67.19;1010.81;35.26;12.61;450.85;9.68;8.97;9.98;102.02;271.38;A;
24/04/2025;09:30;28.52;74.65;1012.44;29.14;13.11;833.82;6.45;4.17;5.06;204.41;147.45;A;
24/04/2025;09:40;27.4;64.9;1021.47;14.45;12.85;840.83;8.5;5.73;3.02;166.75;106.87;A;
24/04/2025;09:50;26.01;78.33;1007.95;25.43;12.67;523.32;9.61;8.77;9.45;15.09;322.16;A;
24/04/2025;10:00;19.17;58.65;1015.05;27.03;12.82;717.16;3.66;7.41;7.26;107.3;170.01;A;
24/04/2025;10:10;30.43;76.52;1020.14;32.01;12.88;328.16;2.81;2.91;1.02;249.37;159.85;A;
24/04/2025;10:20;21.75;74.6;1006.59;18.51;12.83;707.98;1.01;0.07;1.28;244.25;201.57;A;
24/04/2025;10:30;22.05;49.38;1019.82;30.7;12.78;157.6;5.77;9.18;2.64;195.41;165.24;A;
24/04/2025;10:40;19.01;46.74;1017.1;32.41;13.01;337.15;3.82;2.36;3.96;218.01;85.79;A;
24/04/2025;10:50;22.39;85.14;1014.25;24.69;13.12;623.08;11.83;2.38;5.56;310.49;16.03;A;
24/04/2025;11:00;19.12;35.95;1011.43;26.48;12.66;155.76;1.22;2.26;2.0;74.72;260.07;A;
24/04/2025;11:10;19.94;74.78;1012.5;21.82;12.58;783.68;1.35;8.09;7.74;328.33;19.28;A;
24/04/2025;11:20;21.76;73.16;1010.91;23.52;12.51;10.35;6.77;2.05;1.1;315.56;10.14;A;
24/04/2025;11:30;27.78;67.91;1019.51;23.48;12.51;334.46;8.45;6.9;2.28;131.22;5.09;A;
24/04/2025;11:40;17.92;62.93;1018.35;20.56;12.92;613.15;10.44;9.3;8.02;117.13;356.67;A;
24/04/2025;11:50;12.77;44.58;1012.79;24.73;12.59;630.92;10.36;5.77;8.36;198.33;119.75;A;
24/04/2025;12:00;25.53;57.01;1022.55;18.1;13.05;255.97;1.14;1.67;0.22;170.59;41.27;A;
24/04/2025;12:10;14.84;51.33;1012.48;25.21;13.1;800.29;10.36;0.62;1.54;80.28;247.6;A;
24/04/2025;12:20;27.0;68.36;1013.58;24.8;12.69;726.7;3.31;4.17;4.95;350.11;62.08;A;
24/04/2025;12:30;24.33;72.95;1014.53;28.55;12.65;717.43;0.61;9.12;7.46;70.59;148.47;A;
24/04/2025;12:40;24.24;61.73;1022.8;26.87;13.14;82.02;7.2;6.49;7.75;336.88;349.19;A;
24/04/2025;12:50;20.83;54.5;1021.17;29.39;12.7;4.8;5.98;4.29;1.35;65.05;24.27;A;
24/04/2025;13:00;16.63;34.56;1014.14;21.83;12.6;70.72;11.76;6.87;2.5;77.42;45.88;A;
24/04/2025;13:10;19.46;66.99;1016.46;18.16;12.65;578.17;11.67;1.04;2.76;224.45;109.32;A;
24/04/2025;13:20;16.87;69.01;1024.43;24.05;12.71;594.35;10.87;0.78;6.63;190.72;146.43;A;
24/04/2025;13:30;34.28;53.95;1018.09;24.08;13.05;587.13;3.13;4.81;4.16;188.34;299.48;A;
24/04/2025;13:40;27.09;43.38;1013.4;27.16;13.12;48.46;3.43;5.99;7.46;100.15;54.87;A;
24/04/2025;13:50;27.21;36.69;1019.49;16.78;12.51;883.27;4.7;4.76;4.94;328.85;80.91;A;
24/04/2025;14:00;21.04;81.77;1010.19;29.99;12.66;161.12;0.86;7.93;4.62;40.38;73.5;A;
24/04/2025;14:10;21.79;38.28;1018.08;20.65;13.04;334.33;11.74;6.92;8.44;94.23;35.62;A;
24/04/2025;14:20;35.68;39.69;1016.1;20.32;12.66;584.12;8.77;0.91;1.54;285.45;72.7;A;
24/04/2025;14:30;14.93;66.3;1017.3;23.89;12.61;415.98;6.21;0.07;6.97;9.04;88.96;A;
24/04/2025;14:40;14.69;65.94;1011.84;24.04;13.14;894.28;0.99;3.41;4.86;17.99;240.75;A;
24/04/2025;14:50;18.83;70.09;1012.58;27.49;12.51;408.59;11.95;2.53;0.14;269.63;15.72;A;
24/04/2025;15:00;28.52;75.64;1013.52;26.47;12.54;316.7;5.97;6.23;7.4;42.07;120.01;A;
24/04/2025;15:10;20.61;81.39;1013.31;25.53;13.1;753.66;3.58;5.09;9.14;348.49;196.4;A;
24/04/2025;15:20;14.17;67.15;1010.23;22.42;12.62;878.59;5.67;8.47;8.22;312.48;259.35;A;
24/04/2025;15:30;16.98;72.09;1022.18;26.6;12.71;350.87;0.91;2.26;2.26;130.49;85.24;A;
24/04/2025;15:40;21.32;57.42;1017.0;26.63;12.51;525.99;7.16;0.76;8.01;301.96;73.25;A;
24/04/2025;15:50;26.22;88.29;1015.63;21.13;12.52;366.1;1.47;7.69;7.94;270.9;135.66;A;
24/04/2025;16:00;15.79;38.27;1016.13;24.19;13.07;109.1;4.96;6.28;4.72;138.49;84.07;A;
24/04/2025;16:10;35.52;52.55;1012.42;27.66;12.59;265.16;8.01;3.59;9.55;342.15;143.7;A;
24/04/2025;16:20;18.3;68.35;1003.73;20.66;13.18;497.09;0.24;8.03;2.03;76.19;195.48;A;
24/04/2025;16:30;23.12;34.39;1005.33;19.2;12.89;516.84;8.67;4.7;5.89;86.98;239.05;A;
24/04/2025;16:40;14.62;75.94;1010.31;25.37;12.82;152.71;5.55;0.08;5.51;144.31;39.8;A;
24/04/2025;16:50;11.35;74.89;1015.66;30.59;12.98;45.3;3.92;4.97;1.82;255.41;69.87;A;
24/04/2025;17:00;19.18;59.21;1011.37;24.36;13.06;785.95;2.95;5.36;8.75;59.72;5.74;A;
24/04/2025;17:10;17.41;78.91;1018.97;22.5;13.08;276.21;7.56;3.72;6.69;229.62;58.33;A;
24/04/2025;17:20;24.7;76.54;1019.33;17.5;12.74;409.01;2.62;4.57;1.82;307.19;18.77;A;
24/04/2025;17:30;17.22;30.46;1020.63;20.97;12.61;625.39;11.35;4.76;0.89;356.95;166.95;A;
24/04/2025;17:40;17.63;46.74;1018.56;19.83;12.88;642.13;5.0;5.76;3.77;25.71;228.14;A;
24/04/2025;17:50;16.2;67.54;1009.81;23.35;12.86;83.64;1.21;6.35;6.96;154.15;271.17;A;
24/04/2025;18:00;23.47;46.25;1022.25;23.95;12.63;223.73;8.39;9.65;4.3;40.17;309.34;A;
24/04/2025;18:10;24.01;40.41;1021.1;25.01;13.01;89.94;9.88;6.64;4.65;100.43;2.84;A;
24/04/2025;18:20;19.53;75.54;1010.97;25.4;12.79;686.42;0.41;1.18;8.5;339.2;190.42;A;
24/04/2025;18:30;26.14;76.45;1021.38;19.57;12.59;321.22;7.76;8.84;1.47;10.99;241.34;A;
24/04/2025;18:40;25.95;78.02;1016.09;28.2;13.1;510.81;2.01;5.34;7.1;118.91;39.53;A;
24/04/2025;18:50;11.14;88.13;1010.47;28.65;12.66;486.98;10.12;3.63;0.47;319.8;150.38;A;
24/04/2025;19:00;30.38;33.03;1011.72;26.12;13.13;63.89;6.3;2.11;0.1;288.72;268.03;A;
24/04/2025;19:10;15.31;36.35;1026.76;24.34;12.79;41.52;1.96;1.46;8.75;160.95;6.65;A;
24/04/2025;19:20;28.21;54.39;1010.41;25.51;13.12;189.82;2.23;2.29;4.79;327.46;74.36;A;
24/04/2025;19:30;33.67;52.14;1015.71;25.11;13.1;695.23;2.34;6.68;3.13;286.23;157.63;A;
24/04/2025;19:40;25.33;44.11;1014.04;16.92;12.85;13.98;4.87;6.76;4.09;227.52;214.05;A;
24/04/2025;19:50;22.47;80.86;1012.35;24.71;13.01;604.45;5.28;7.51;6.61;38.53;351.0;A;
24/04/2025;20:00;27.88;69.91;1005.19;32.78;12.58;687.02;7.47;8.96;5.42;215.28;234.76;A;
24/04/2025;20:10;18.99;65.24;1030.71;30.99;12.83;479.68;10.72;9.86;5.29;300.12;226.98;A;
24/04/2025;20:20;27.9;48.08;1021.98;27.34;12.53;847.39;11.32;4.14;3.82;31.39;342.24;A;
24/04/2025;20:30;13.68;89.37;1014.33;22.7;13.0;834.91;11.71;7.59;4.38;0.65;346.02;A;
24/04/2025;20:40;22.36;74.94;1015.54;22.78;13.0;764.5;6.33;3.6;9.42;83.56;191.62;A;
24/04/2025;20:50;15.48;87.8;1013.89;30.32;12.76;322.54;2.34;5.41;0.69;174.8;118.33;A;
24/04/2025;21:00;21.62;79.5;1019.0;26.17;13.1;96.12;6.06;3.14;1.85;26.28;357.27;A;
24/04/2025;21:10;14.22;64.53;1013.4;22.49;12.63;166.48;10.07;2.72;0.08;311.6;316.58;A;
24/04/2025;21:20;24.27;85.73;1014.52;20.85;12.81;688.29;6.32;8.17;1.24;289.58;139.37;A;
24/04/2025;21:30;15.14;62.65;1011.14;17.99;12.53;714.15;7.65;4.9;1.21;136.83;348.37;A;
24/04/2025;21:40;17.31;47.24;1015.33;25.77;12.53;32.52;11.41;9.93;7.46;20.66;254.88;A;
24/04/2025;21:50;32.55;81.1;1018.61;22.56;13.13;527.42;4.14;9.17;5.93;97.48;258.32;A;
24/04/2025;22:00;25.1;32.4;1014.45;25.01;13.0;105.32;9.26;7.14;1.7;294.26;150.79;A;
24/04/2025;22:10;18.12;69.74;1015.27;17.44;12.67;276.32;5.74;4.6;9.04;278.26;307.44;A;
24/04/2025;22:20;25.54;75.91;1016.31;28.81;13.07;122.57;10.63;7.81;4.83;281.44;184.24;A;
